"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	16	3579929	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	11	3637915	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	15	3667276	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	12	3702407	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	19	3734275	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	13	3759819	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	21	3797106	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	23	3827337	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	19	3850513	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	20	3888360	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	24	3185056	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	20	3226933	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	19	3277873	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	24	3312752	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	16	3346277	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	12	3380942	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	16	3414454	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	25	3454017	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	24	3488713	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	21	3521017	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	11	3553025	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	12	3579929	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	19	3611930	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	14	3637915	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	21	3667276	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	19	3702407	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	19	3734275	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	21	3759819	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	13	3797106	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	17	3827337	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	27	3850513	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	28	3888360	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	1010	3185056	31.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	964	3226933	29.9
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	944	3277873	28.8
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	992	3312752	29.9
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	859	3346277	25.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	956	3380942	28.3
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	984	3414454	28.8
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	1274	3454017	36.9
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	1098	3488713	31.5
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	1032	3521017	29.3
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	1037	3553025	29.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	947	3579929	26.5
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	1103	3611930	30.5
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	1064	3637915	29.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	1273	3667276	34.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	1300	3702407	35.1
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	1537	3734275	41.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	2081	3759819	55.3
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	2576	3797106	67.8
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	2550	3827337	66.6
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	2815	3850513	73.1
	"Census Region 2: Midwest"	"CENS-R2"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	3674	3888360	94.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	129	3185056	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	105	3226933	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	116	3277873	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	117	3312752	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	121	3346277	3.6
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	133	3380942	3.9
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	125	3414454	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	156	3454017	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	121	3488713	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	117	3521017	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	134	3553025	3.8
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	147	3579929	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	145	3611930	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	114	3637915	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	152	3667276	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	133	3702407	3.6
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	159	3734275	4.3
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	183	3759819	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	193	3797106	5.1
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	200	3827337	5.2
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	175	3850513	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Falls (W00-W19)"	"GR113-118"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	221	3888360	5.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	18	3185056	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	19	3226933	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	18	3277873	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	17	3312752	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	16	3346277	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	21	3380942	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	23	3414454	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	25	3454017	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	23	3488713	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	15	3521017	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	14	3553025	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	28	3579929	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	18	3611930	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	17	3637915	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	17	3667276	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	15	3702407	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	15	3734275	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	25	3759819	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	17	3797106	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	14	3827337	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	18	3850513	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	31	3888360	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	83	3185056	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	84	3226933	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	82	3277873	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	96	3312752	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	52	3346277	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	51	3380942	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	79	3414454	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	77	3454017	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	64	3488713	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	62	3521017	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	62	3553025	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	70	3579929	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	79	3611930	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	80	3637915	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	70	3667276	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	75	3702407	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	62	3734275	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	72	3759819	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	99	3797106	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	98	3827337	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	84	3850513	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	102	3888360	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	97	3185056	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	110	3226933	3.4
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	106	3277873	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	91	3312752	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	76	3346277	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	81	3380942	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	73	3414454	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	67	3454017	1.9
