"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Montana"	"30"	"1998"	"1998"	"Other Race"	"2131-1"	"Male"	"M"	191	30367	629.0
	"Montana"	"30"	"1998"	"1998"	"White"	"2106-3"	"Female"	"F"	3649	416100	877.0
	"Montana"	"30"	"1998"	"1998"	"White"	"2106-3"	"Male"	"M"	3966	411907	962.8
	"Nebraska"	"31"	"1980"	"1980"	"Black or African American"	"2054-5"	"Female"	"F"	154	24994	616.1
	"Nebraska"	"31"	"1980"	"1980"	"Black or African American"	"2054-5"	"Male"	"M"	204	23476	869.0
	"Nebraska"	"31"	"1980"	"1980"	"Other Race"	"2131-1"	"Female"	"F"	36	8990	400.4
	"Nebraska"	"31"	"1980"	"1980"	"Other Race"	"2131-1"	"Male"	"M"	52	8344	623.2
	"Nebraska"	"31"	"1980"	"1980"	"White"	"2106-3"	"Female"	"F"	6587	771051	854.3
	"Nebraska"	"31"	"1980"	"1980"	"White"	"2106-3"	"Male"	"M"	7441	735749	1011.4
	"Nebraska"	"31"	"1981"	"1981"	"Black or African American"	"2054-5"	"Female"	"F"	154	25562	602.5
	"Nebraska"	"31"	"1981"	"1981"	"Black or African American"	"2054-5"	"Male"	"M"	196	24085	813.8
	"Nebraska"	"31"	"1981"	"1981"	"Other Race"	"2131-1"	"Female"	"F"	32	9499	336.9
	"Nebraska"	"31"	"1981"	"1981"	"Other Race"	"2131-1"	"Male"	"M"	34	8811	385.9
	"Nebraska"	"31"	"1981"	"1981"	"White"	"2106-3"	"Female"	"F"	6628	774661	855.6
	"Nebraska"	"31"	"1981"	"1981"	"White"	"2106-3"	"Male"	"M"	7572	737787	1026.3
	"Nebraska"	"31"	"1982"	"1982"	"Black or African American"	"2054-5"	"Female"	"F"	173	25982	665.8
	"Nebraska"	"31"	"1982"	"1982"	"Black or African American"	"2054-5"	"Male"	"M"	183	24476	747.7
	"Nebraska"	"31"	"1982"	"1982"	"Other Race"	"2131-1"	"Female"	"F"	36	9863	365.0
	"Nebraska"	"31"	"1982"	"1982"	"Other Race"	"2131-1"	"Male"	"M"	44	9130	481.9
	"Nebraska"	"31"	"1982"	"1982"	"White"	"2106-3"	"Female"	"F"	6732	775564	868.0
	"Nebraska"	"31"	"1982"	"1982"	"White"	"2106-3"	"Male"	"M"	7409	738018	1003.9
	"Nebraska"	"31"	"1983"	"1983"	"Black or African American"	"2054-5"	"Female"	"F"	150	26384	568.5
	"Nebraska"	"31"	"1983"	"1983"	"Black or African American"	"2054-5"	"Male"	"M"	179	24851	720.3
	"Nebraska"	"31"	"1983"	"1983"	"Other Race"	"2131-1"	"Female"	"F"	31	10138	305.8
	"Nebraska"	"31"	"1983"	"1983"	"Other Race"	"2131-1"	"Male"	"M"	47	9422	498.8
	"Nebraska"	"31"	"1983"	"1983"	"White"	"2106-3"	"Female"	"F"	6817	775913	878.6
	"Nebraska"	"31"	"1983"	"1983"	"White"	"2106-3"	"Male"	"M"	7494	737842	1015.7
	"Nebraska"	"31"	"1984"	"1984"	"Black or African American"	"2054-5"	"Female"	"F"	182	26872	677.3
	"Nebraska"	"31"	"1984"	"1984"	"Black or African American"	"2054-5"	"Male"	"M"	185	25366	729.3
	"Nebraska"	"31"	"1984"	"1984"	"Other Race"	"2131-1"	"Female"	"F"	31	10541	294.1
	"Nebraska"	"31"	"1984"	"1984"	"Other Race"	"2131-1"	"Male"	"M"	54	9794	551.4
	"Nebraska"	"31"	"1984"	"1984"	"White"	"2106-3"	"Female"	"F"	6812	777055	876.6
	"Nebraska"	"31"	"1984"	"1984"	"White"	"2106-3"	"Male"	"M"	7409	739094	1002.4
	"Nebraska"	"31"	"1985"	"1985"	"Black or African American"	"2054-5"	"Female"	"F"	164	27298	600.8
	"Nebraska"	"31"	"1985"	"1985"	"Black or African American"	"2054-5"	"Male"	"M"	217	25816	840.6
	"Nebraska"	"31"	"1985"	"1985"	"Other Race"	"2131-1"	"Female"	"F"	40	10930	366.0
	"Nebraska"	"31"	"1985"	"1985"	"Other Race"	"2131-1"	"Male"	"M"	49	10183	481.2
	"Nebraska"	"31"	"1985"	"1985"	"White"	"2106-3"	"Female"	"F"	6954	774060	898.4
	"Nebraska"	"31"	"1985"	"1985"	"White"	"2106-3"	"Male"	"M"	7479	736081	1016.1
	"Nebraska"	"31"	"1986"	"1986"	"Black or African American"	"2054-5"	"Female"	"F"	166	27575	602.0
	"Nebraska"	"31"	"1986"	"1986"	"Black or African American"	"2054-5"	"Male"	"M"	213	26136	815.0
	"Nebraska"	"31"	"1986"	"1986"	"Other Race"	"2131-1"	"Female"	"F"	37	11309	327.2
	"Nebraska"	"31"	"1986"	"1986"	"Other Race"	"2131-1"	"Male"	"M"	52	10500	495.2
	"Nebraska"	"31"	"1986"	"1986"	"White"	"2106-3"	"Female"	"F"	6848	767980	891.7
	"Nebraska"	"31"	"1986"	"1986"	"White"	"2106-3"	"Male"	"M"	7362	729901	1008.6
	"Nebraska"	"31"	"1987"	"1987"	"Black or African American"	"2054-5"	"Female"	"F"	173	27878	620.6
	"Nebraska"	"31"	"1987"	"1987"	"Black or African American"	"2054-5"	"Male"	"M"	203	26501	766.0
	"Nebraska"	"31"	"1987"	"1987"	"Other Race"	"2131-1"	"Female"	"F"	47	11653	403.3
	"Nebraska"	"31"	"1987"	"1987"	"Other Race"	"2131-1"	"Male"	"M"	76	10878	698.7
	"Nebraska"	"31"	"1987"	"1987"	"White"	"2106-3"	"Female"	"F"	7000	763452	916.9
	"Nebraska"	"31"	"1987"	"1987"	"White"	"2106-3"	"Male"	"M"	7328	725258	1010.4
	"Nebraska"	"31"	"1988"	"1988"	"Black or African American"	"2054-5"	"Female"	"F"	199	28525	697.6
	"Nebraska"	"31"	"1988"	"1988"	"Black or African American"	"2054-5"	"Male"	"M"	198	27026	732.6
	"Nebraska"	"31"	"1988"	"1988"	"Other Race"	"2131-1"	"Female"	"F"	53	12231	433.3
	"Nebraska"	"31"	"1988"	"1988"	"Other Race"	"2131-1"	"Male"	"M"	53	11365	466.3
	"Nebraska"	"31"	"1988"	"1988"	"White"	"2106-3"	"Female"	"F"	7115	764760	930.4
	"Nebraska"	"31"	"1988"	"1988"	"White"	"2106-3"	"Male"	"M"	7254	727031	997.8
	"Nebraska"	"31"	"1989"	"1989"	"Black or African American"	"2054-5"	"Female"	"F"	180	29155	617.4
	"Nebraska"	"31"	"1989"	"1989"	"Black or African American"	"2054-5"	"Male"	"M"	198	27702	714.7
	"Nebraska"	"31"	"1989"	"1989"	"Other Race"	"2131-1"	"Female"	"F"	57	12814	444.8
	"Nebraska"	"31"	"1989"	"1989"	"Other Race"	"2131-1"	"Male"	"M"	73	11921	612.4
	"Nebraska"	"31"	"1989"	"1989"	"White"	"2106-3"	"Female"	"F"	7091	765167	926.7
	"Nebraska"	"31"	"1989"	"1989"	"White"	"2106-3"	"Male"	"M"	7201	728005	989.1
	"Nebraska"	"31"	"1990"	"1990"	"Black or African American"	"2054-5"	"Female"	"F"	186	29619	628.0
	"Nebraska"	"31"	"1990"	"1990"	"Black or African American"	"2054-5"	"Male"	"M"	208	28187	737.9
	"Nebraska"	"31"	"1990"	"1990"	"Other Race"	"2131-1"	"Female"	"F"	52	13192	394.2
	"Nebraska"	"31"	"1990"	"1990"	"Other Race"	"2131-1"	"Male"	"M"	51	12297	414.7
	"Nebraska"	"31"	"1990"	"1990"	"White"	"2106-3"	"Female"	"F"	7011	766107	915.1
	"Nebraska"	"31"	"1990"	"1990"	"White"	"2106-3"	"Male"	"M"	7261	728662	996.5
	"Nebraska"	"31"	"1991"	"1991"	"Black or African American"	"2054-5"	"Female"	"F"	188	30311	620.2
	"Nebraska"	"31"	"1991"	"1991"	"Black or African American"	"2054-5"	"Male"	"M"	237	28713	825.4
	"Nebraska"	"31"	"1991"	"1991"	"Other Race"	"2131-1"	"Female"	"F"	38	12983	292.7
	"Nebraska"	"31"	"1991"	"1991"	"Other Race"	"2131-1"	"Male"	"M"	66	12236	539.4
	"Nebraska"	"31"	"1991"	"1991"	"White"	"2106-3"	"Female"	"F"	7166	773767	926.1
	"Nebraska"	"31"	"1991"	"1991"	"White"	"2106-3"	"Male"	"M"	7030	738671	951.7
	"Nebraska"	"31"	"1992"	"1992"	"Black or African American"	"2054-5"	"Female"	"F"	201	30870	651.1
	"Nebraska"	"31"	"1992"	"1992"	"Black or African American"	"2054-5"	"Male"	"M"	220	29517	745.3
	"Nebraska"	"31"	"1992"	"1992"	"Other Race"	"2131-1"	"Female"	"F"	47	13853	339.3
	"Nebraska"	"31"	"1992"	"1992"	"Other Race"	"2131-1"	"Male"	"M"	62	13020	476.2
	"Nebraska"	"31"	"1992"	"1992"	"White"	"2106-3"	"Female"	"F"	7159	779439	918.5
	"Nebraska"	"31"	"1992"	"1992"	"White"	"2106-3"	"Male"	"M"	6955	745540	932.9
	"Nebraska"	"31"	"1993"	"1993"	"Black or African American"	"2054-5"	"Female"	"F"	204	31273	652.3
	"Nebraska"	"31"	"1993"	"1993"	"Black or African American"	"2054-5"	"Male"	"M"	231	30180	765.4
	"Nebraska"	"31"	"1993"	"1993"	"Other Race"	"2131-1"	"Female"	"F"	43	14785	290.8
	"Nebraska"	"31"	"1993"	"1993"	"Other Race"	"2131-1"	"Male"	"M"	56	14035	399.0
	"Nebraska"	"31"	"1993"	"1993"	"White"	"2106-3"	"Female"	"F"	7197	784966	916.9
	"Nebraska"	"31"	"1993"	"1993"	"White"	"2106-3"	"Male"	"M"	7295	751151	971.2
	"Nebraska"	"31"	"1994"	"1994"	"Black or African American"	"2054-5"	"Female"	"F"	191	32161	593.9
	"Nebraska"	"31"	"1994"	"1994"	"Black or African American"	"2054-5"	"Male"	"M"	227	31079	730.4
	"Nebraska"	"31"	"1994"	"1994"	"Other Race"	"2131-1"	"Female"	"F"	59	15495	380.8
	"Nebraska"	"31"	"1994"	"1994"	"Other Race"	"2131-1"	"Male"	"M"	57	14463	394.1
	"Nebraska"	"31"	"1994"	"1994"	"White"	"2106-3"	"Female"	"F"	7282	789245	922.7
	"Nebraska"	"31"	"1994"	"1994"	"White"	"2106-3"	"Male"	"M"	7195	757310	950.1
	"Nebraska"	"31"	"1995"	"1995"	"Black or African American"	"2054-5"	"Female"	"F"	222	33001	672.7
	"Nebraska"	"31"	"1995"	"1995"	"Black or African American"	"2054-5"	"Male"	"M"	258	31739	812.9
	"Nebraska"	"31"	"1995"	"1995"	"Other Race"	"2131-1"	"Female"	"F"	50	16600	301.2
	"Nebraska"	"31"	"1995"	"1995"	"Other Race"	"2131-1"	"Male"	"M"	68	15541	437.6
	"Nebraska"	"31"	"1995"	"1995"	"White"	"2106-3"	"Female"	"F"	7547	795731	948.4
	"Nebraska"	"31"	"1995"	"1995"	"White"	"2106-3"	"Male"	"M"	7122	765078	930.9
	"Nebraska"	"31"	"1996"	"1996"	"Black or African American"	"2054-5"	"Female"	"F"	230	33955	677.4
	"Nebraska"	"31"	"1996"	"1996"	"Black or African American"	"2054-5"	"Male"	"M"	261	32582	801.1
	"Nebraska"	"31"	"1996"	"1996"	"Other Race"	"2131-1"	"Female"	"F"	55	17622	312.1
	"Nebraska"	"31"	"1996"	"1996"	"Other Race"	"2131-1"	"Male"	"M"	74	16534	447.6
	"Nebraska"	"31"	"1996"	"1996"	"White"	"2106-3"	"Female"	"F"	7723	801154	964.0
	"Nebraska"	"31"	"1996"	"1996"	"White"	"2106-3"	"Male"	"M"	7141	772576	924.3
	"Nebraska"	"31"	"1997"	"1997"	"Black or African American"	"2054-5"	"Female"	"F"	235	34986	671.7
	"Nebraska"	"31"	"1997"	"1997"	"Black or African American"	"2054-5"	"Male"	"M"	266	33605	791.5
	"Nebraska"	"31"	"1997"	"1997"	"Other Race"	"2131-1"	"Female"	"F"	57	18204	313.1
	"Nebraska"	"31"	"1997"	"1997"	"Other Race"	"2131-1"	"Male"	"M"	66	17059	386.9
	"Nebraska"	"31"	"1997"	"1997"	"White"	"2106-3"	"Female"	"F"	7478	805074	928.9
	"Nebraska"	"31"	"1997"	"1997"	"White"	"2106-3"	"Male"	"M"	7180	777932	923.0
	"Nebraska"	"31"	"1998"	"1998"	"Black or African American"	"2054-5"	"Female"	"F"	245	35828	683.8
	"Nebraska"	"31"	"1998"	"1998"	"Black or African American"	"2054-5"	"Male"	"M"	225	34430	653.5
	"Nebraska"	"31"	"1998"	"1998"	"Other Race"	"2131-1"	"Female"	"F"	67	18746	357.4
	"Nebraska"	"31"	"1998"	"1998"	"Other Race"	"2131-1"	"Male"	"M"	83	17510	474.0
	"Nebraska"	"31"	"1998"	"1998"	"White"	"2106-3"	"Female"	"F"	7607	807772	941.7
	"Nebraska"	"31"	"1998"	"1998"	"White"	"2106-3"	"Male"	"M"	6971	782178	891.2
	"Nevada"	"32"	"1980"	"1980"	"Black or African American"	"2054-5"	"Female"	"F"	105	25519	411.5
	"Nevada"	"32"	"1980"	"1980"	"Black or African American"	"2054-5"	"Male"	"M"	190	25766	737.4
	"Nevada"	"32"	"1980"	"1980"	"Other Race"	"2131-1"	"Female"	"F"	61	15383	396.5
	"Nevada"	"32"	"1980"	"1980"	"Other Race"	"2131-1"	"Male"	"M"	96	13836	693.8
	"Nevada"	"32"	"1980"	"1980"	"White"	"2106-3"	"Female"	"F"	2217	355575	623.5
	"Nevada"	"32"	"1980"	"1980"	"White"	"2106-3"	"Male"	"M"	3227	366508	880.5
	"Nevada"	"32"	"1981"	"1981"	"Black or African American"	"2054-5"	"Female"	"F"	96	27002	355.5
	"Nevada"	"32"	"1981"	"1981"	"Black or African American"	"2054-5"	"Male"	"M"	163	27418	594.5
	"Nevada"	"32"	"1981"	"1981"	"Other Race"	"2131-1"	"Female"	"F"	49	17171	285.4
	"Nevada"	"32"	"1981"	"1981"	"Other Race"	"2131-1"	"Male"	"M"	96	15448	621.4
	"Nevada"	"32"	"1981"	"1981"	"White"	"2106-3"	"Female"	"F"	2228	374520	594.9
	"Nevada"	"32"	"1981"	"1981"	"White"	"2106-3"	"Male"	"M"	3252	387699	838.8
	"Nevada"	"32"	"1982"	"1982"	"Black or African American"	"2054-5"	"Female"	"F"	117	28072	416.8
	"Nevada"	"32"	"1982"	"1982"	"Black or African American"	"2054-5"	"Male"	"M"	203	28542	711.2
	"Nevada"	"32"	"1982"	"1982"	"Other Race"	"2131-1"	"Female"	"F"	56	18580	301.4
	"Nevada"	"32"	"1982"	"1982"	"Other Race"	"2131-1"	"Male"	"M"	87	16752	519.3
	"Nevada"	"32"	"1982"	"1982"	"White"	"2106-3"	"Female"	"F"	2422	388280	623.8
	"Nevada"	"32"	"1982"	"1982"	"White"	"2106-3"	"Male"	"M"	3483	402503	865.3
	"Nevada"	"32"	"1983"	"1983"	"Black or African American"	"2054-5"	"Female"	"F"	127	28769	441.4
	"Nevada"	"32"	"1983"	"1983"	"Black or African American"	"2054-5"	"Male"	"M"	187	29420	635.6
	"Nevada"	"32"	"1983"	"1983"	"Other Race"	"2131-1"	"Female"	"F"	47	19558	240.3
	"Nevada"	"32"	"1983"	"1983"	"Other Race"	"2131-1"	"Male"	"M"	76	17589	432.1
	"Nevada"	"32"	"1983"	"1983"	"White"	"2106-3"	"Female"	"F"	2496	395602	630.9
	"Nevada"	"32"	"1983"	"1983"	"White"	"2106-3"	"Male"	"M"	3445	411387	837.4
	"Nevada"	"32"	"1984"	"1984"	"Black or African American"	"2054-5"	"Female"	"F"	113	29369	384.8
	"Nevada"	"32"	"1984"	"1984"	"Black or African American"	"2054-5"	"Male"	"M"	189	30140	627.1
	"Nevada"	"32"	"1984"	"1984"	"Other Race"	"2131-1"	"Female"	"F"	65	20717	313.8
	"Nevada"	"32"	"1984"	"1984"	"Other Race"	"2131-1"	"Male"	"M"	73	18557	393.4
	"Nevada"	"32"	"1984"	"1984"	"White"	"2106-3"	"Female"	"F"	2654	405572	654.4
	"Nevada"	"32"	"1984"	"1984"	"White"	"2106-3"	"Male"	"M"	3661	421135	869.3
	"Nevada"	"32"	"1985"	"1985"	"Black or African American"	"2054-5"	"Female"	"F"	129	30139	428.0
	"Nevada"	"32"	"1985"	"1985"	"Black or African American"	"2054-5"	"Male"	"M"	216	31025	696.2
	"Nevada"	"32"	"1985"	"1985"	"Other Race"	"2131-1"	"Female"	"F"	54	22013	245.3
	"Nevada"	"32"	"1985"	"1985"	"Other Race"	"2131-1"	"Male"	"M"	83	19707	421.2
	"Nevada"	"32"	"1985"	"1985"	"White"	"2106-3"	"Female"	"F"	2780	416153	668.0
	"Nevada"	"32"	"1985"	"1985"	"White"	"2106-3"	"Male"	"M"	3974	432714	918.4
	"Nevada"	"32"	"1986"	"1986"	"Black or African American"	"2054-5"	"Female"	"F"	128	31051	412.2
	"Nevada"	"32"	"1986"	"1986"	"Black or African American"	"2054-5"	"Male"	"M"	213	32060	664.4
	"Nevada"	"32"	"1986"	"1986"	"Other Race"	"2131-1"	"Female"	"F"	71	23402	303.4
	"Nevada"	"32"	"1986"	"1986"	"Other Race"	"2131-1"	"Male"	"M"	97	20969	462.6
	"Nevada"	"32"	"1986"	"1986"	"White"	"2106-3"	"Female"	"F"	2956	428198	690.3
	"Nevada"	"32"	"1986"	"1986"	"White"	"2106-3"	"Male"	"M"	3945	445914	884.7
	"Nevada"	"32"	"1987"	"1987"	"Black or African American"	"2054-5"	"Female"	"F"	168	32591	515.5
	"Nevada"	"32"	"1987"	"1987"	"Black or African American"	"2054-5"	"Male"	"M"	207	33746	613.4
	"Nevada"	"32"	"1987"	"1987"	"Other Race"	"2131-1"	"Female"	"F"	89	25093	354.7
	"Nevada"	"32"	"1987"	"1987"	"Other Race"	"2131-1"	"Male"	"M"	97	22483	431.4
	"Nevada"	"32"	"1987"	"1987"	"White"	"2106-3"	"Female"	"F"	3098	445730	695.0
	"Nevada"	"32"	"1987"	"1987"	"White"	"2106-3"	"Male"	"M"	4225	464865	908.9
	"Nevada"	"32"	"1988"	"1988"	"Black or African American"	"2054-5"	"Female"	"F"	183	34501	530.4
	"Nevada"	"32"	"1988"	"1988"	"Black or African American"	"2054-5"	"Male"	"M"	263	35743	735.8
	"Nevada"	"32"	"1988"	"1988"	"Other Race"	"2131-1"	"Female"	"F"	100	27138	368.5
	"Nevada"	"32"	"1988"	"1988"	"Other Race"	"2131-1"	"Male"	"M"	112	24305	460.8
	"Nevada"	"32"	"1988"	"1988"	"White"	"2106-3"	"Female"	"F"	3261	467438	697.6
	"Nevada"	"32"	"1988"	"1988"	"White"	"2106-3"	"Male"	"M"	4555	487406	934.5
	"Nevada"	"32"	"1989"	"1989"	"Black or African American"	"2054-5"	"Female"	"F"	216	36660	589.2
	"Nevada"	"32"	"1989"	"1989"	"Black or African American"	"2054-5"	"Male"	"M"	302	38101	792.6
	"Nevada"	"32"	"1989"	"1989"	"Other Race"	"2131-1"	"Female"	"F"	79	29433	268.4
	"Nevada"	"32"	"1989"	"1989"	"Other Race"	"2131-1"	"Male"	"M"	111	26528	418.4
	"Nevada"	"32"	"1989"	"1989"	"White"	"2106-3"	"Female"	"F"	3323	492581	674.6
	"Nevada"	"32"	"1989"	"1989"	"White"	"2106-3"	"Male"	"M"	4618	515971	895.0
	"Nevada"	"32"	"1990"	"1990"	"Black or African American"	"2054-5"	"Female"	"F"	198	39194	505.2
	"Nevada"	"32"	"1990"	"1990"	"Black or African American"	"2054-5"	"Male"	"M"	316	40595	778.4
	"Nevada"	"32"	"1990"	"1990"	"Other Race"	"2131-1"	"Female"	"F"	74	31876	232.1
	"Nevada"	"32"	"1990"	"1990"	"Other Race"	"2131-1"	"Male"	"M"	112	28640	391.1
	"Nevada"	"32"	"1990"	"1990"	"White"	"2106-3"	"Female"	"F"	3680	519570	708.3
	"Nevada"	"32"	"1990"	"1990"	"White"	"2106-3"	"Male"	"M"	4938	543066	909.3
	"Nevada"	"32"	"1991"	"1991"	"Black or African American"	"2054-5"	"Female"	"F"	230	43286	531.3
	"Nevada"	"32"	"1991"	"1991"	"Black or African American"	"2054-5"	"Male"	"M"	333	44793	743.4
	"Nevada"	"32"	"1991"	"1991"	"Other Race"	"2131-1"	"Female"	"F"	85	35561	239.0
	"Nevada"	"32"	"1991"	"1991"	"Other Race"	"2131-1"	"Male"	"M"	121	31906	379.2
	"Nevada"	"32"	"1991"	"1991"	"White"	"2106-3"	"Female"	"F"	3924	557540	703.8
	"Nevada"	"32"	"1991"	"1991"	"White"	"2106-3"	"Male"	"M"	5270	583320	903.4
	"Nevada"	"32"	"1992"	"1992"	"Black or African American"	"2054-5"	"Female"	"F"	231	46096	501.1
	"Nevada"	"32"	"1992"	"1992"	"Black or African American"	"2054-5"	"Male"	"M"	350	47530	736.4
	"Nevada"	"32"	"1992"	"1992"	"Other Race"	"2131-1"	"Female"	"F"	107	38222	279.9
	"Nevada"	"32"	"1992"	"1992"	"Other Race"	"2131-1"	"Male"	"M"	115	33978	338.5
	"Nevada"	"32"	"1992"	"1992"	"White"	"2106-3"	"Female"	"F"	3945	580062	680.1
	"Nevada"	"32"	"1992"	"1992"	"White"	"2106-3"	"Male"	"M"	5529	606329	911.9
	"Nevada"	"32"	"1993"	"1993"	"Black or African American"	"2054-5"	"Female"	"F"	241	48518	496.7
	"Nevada"	"32"	"1993"	"1993"	"Black or African American"	"2054-5"	"Male"	"M"	332	49642	668.8
	"Nevada"	"32"	"1993"	"1993"	"Other Race"	"2131-1"	"Female"	"F"	99	41680	237.5
	"Nevada"	"32"	"1993"	"1993"	"Other Race"	"2131-1"	"Male"	"M"	147	36837	399.1
	"Nevada"	"32"	"1993"	"1993"	"White"	"2106-3"	"Female"	"F"	4511	603819	747.1
	"Nevada"	"32"	"1993"	"1993"	"White"	"2106-3"	"Male"	"M"	5843	631066	925.9
	"Nevada"	"32"	"1994"	"1994"	"Black or African American"	"2054-5"	"Female"	"F"	295	52738	559.4
	"Nevada"	"32"	"1994"	"1994"	"Black or African American"	"2054-5"	"Male"	"M"	416	53616	775.9
	"Nevada"	"32"	"1994"	"1994"	"Other Race"	"2131-1"	"Female"	"F"	116	45522	254.8
	"Nevada"	"32"	"1994"	"1994"	"Other Race"	"2131-1"	"Male"	"M"	164	40457	405.4
	"Nevada"	"32"	"1994"	"1994"	"White"	"2106-3"	"Female"	"F"	4743	638718	742.6
	"Nevada"	"32"	"1994"	"1994"	"White"	"2106-3"	"Male"	"M"	6179	668689	924.0
	"Nevada"	"32"	"1995"	"1995"	"Black or African American"	"2054-5"	"Female"	"F"	297	56232	528.2
	"Nevada"	"32"	"1995"	"1995"	"Black or African American"	"2054-5"	"Male"	"M"	441	56882	775.3
	"Nevada"	"32"	"1995"	"1995"	"Other Race"	"2131-1"	"Female"	"F"	154	49842	309.0
	"Nevada"	"32"	"1995"	"1995"	"Other Race"	"2131-1"	"Male"	"M"	185	43875	421.7
	"Nevada"	"32"	"1995"	"1995"	"White"	"2106-3"	"Female"	"F"	4887	671361	727.9
	"Nevada"	"32"	"1995"	"1995"	"White"	"2106-3"	"Male"	"M"	6562	703771	932.4
	"Nevada"	"32"	"1996"	"1996"	"Black or African American"	"2054-5"	"Female"	"F"	319	59682	534.5
	"Nevada"	"32"	"1996"	"1996"	"Black or African American"	"2054-5"	"Male"	"M"	467	60052	777.7
	"Nevada"	"32"	"1996"	"1996"	"Other Race"	"2131-1"	"Female"	"F"	155	53873	287.7
	"Nevada"	"32"	"1996"	"1996"	"Other Race"	"2131-1"	"Male"	"M"	178	47829	372.2
	"Nevada"	"32"	"1996"	"1996"	"White"	"2106-3"	"Female"	"F"	5220	705723	739.7
	"Nevada"	"32"	"1996"	"1996"	"White"	"2106-3"	"Male"	"M"	6846	739830	925.3
	"Nevada"	"32"	"1997"	"1997"	"Black or African American"	"2054-5"	"Female"	"F"	361	63263	570.6
	"Nevada"	"32"	"1997"	"1997"	"Black or African American"	"2054-5"	"Male"	"M"	415	64614	642.3
	"Nevada"	"32"	"1997"	"1997"	"Other Race"	"2131-1"	"Female"	"F"	169	59358	284.7
	"Nevada"	"32"	"1997"	"1997"	"Other Race"	"2131-1"	"Male"	"M"	205	52305	391.9
	"Nevada"	"32"	"1997"	"1997"	"White"	"2106-3"	"Female"	"F"	5396	744458	724.8
	"Nevada"	"32"	"1997"	"1997"	"White"	"2106-3"	"Male"	"M"	6834	780497	875.6
	"Nevada"	"32"	"1998"	"1998"	"Black or African American"	"2054-5"	"Female"	"F"	359	67174	534.4
	"Nevada"	"32"	"1998"	"1998"	"Black or African American"	"2054-5"	"Male"	"M"	532	69159	769.2
	"Nevada"	"32"	"1998"	"1998"	"Other Race"	"2131-1"	"Female"	"F"	175	64944	269.5
	"Nevada"	"32"	"1998"	"1998"	"Other Race"	"2131-1"	"Male"	"M"	211	56827	371.3
	"Nevada"	"32"	"1998"	"1998"	"White"	"2106-3"	"Female"	"F"	6010	778713	771.8
	"Nevada"	"32"	"1998"	"1998"	"White"	"2106-3"	"Male"	"M"	7177	817279	878.2
	"New Hampshire"	"33"	"1980"	"1980"	"Black or African American"	"2054-5"	"Female"	"F"	4	1705	234.6 (Unreliable)
	"New Hampshire"	"33"	"1980"	"1980"	"Black or African American"	"2054-5"	"Male"	"M"	12	2277	527.0 (Unreliable)
	"New Hampshire"	"33"	"1980"	"1980"	"Other Race"	"2131-1"	"Female"	"F"	4	2531	158.0 (Unreliable)
	"New Hampshire"	"33"	"1980"	"1980"	"Other Race"	"2131-1"	"Male"	"M"	3	2179	137.7 (Unreliable)
	"New Hampshire"	"33"	"1980"	"1980"	"White"	"2106-3"	"Female"	"F"	3701	468560	789.9
	"New Hampshire"	"33"	"1980"	"1980"	"White"	"2106-3"	"Male"	"M"	3923	444605	882.4
	"New Hampshire"	"33"	"1981"	"1981"	"Black or African American"	"2054-5"	"Female"	"F"	5	1904	262.6 (Unreliable)
	"New Hampshire"	"33"	"1981"	"1981"	"Black or African American"	"2054-5"	"Male"	"M"	4	2496	160.3 (Unreliable)
	"New Hampshire"	"33"	"1981"	"1981"	"Other Race"	"2131-1"	"Male"	"M"	3	2624	114.3 (Unreliable)
	"New Hampshire"	"33"	"1981"	"1981"	"White"	"2106-3"	"Female"	"F"	3629	475754	762.8
	"New Hampshire"	"33"	"1981"	"1981"	"White"	"2106-3"	"Male"	"M"	4060	451511	899.2
	"New Hampshire"	"33"	"1982"	"1982"	"Black or African American"	"2054-5"	"Female"	"F"	7	2001	349.8 (Unreliable)
	"New Hampshire"	"33"	"1982"	"1982"	"Black or African American"	"2054-5"	"Male"	"M"	9	2639	341.0 (Unreliable)
	"New Hampshire"	"33"	"1982"	"1982"	"Other Race"	"2131-1"	"Male"	"M"	3	2930	102.4 (Unreliable)
	"New Hampshire"	"33"	"1982"	"1982"	"White"	"2106-3"	"Female"	"F"	3581	481065	744.4
	"New Hampshire"	"33"	"1982"	"1982"	"White"	"2106-3"	"Male"	"M"	4016	456681	879.4
	"New Hampshire"	"33"	"1983"	"1983"	"Black or African American"	"2054-5"	"Female"	"F"	7	2148	325.9 (Unreliable)
	"New Hampshire"	"33"	"1983"	"1983"	"Black or African American"	"2054-5"	"Male"	"M"	12	2783	431.2 (Unreliable)
	"New Hampshire"	"33"	"1983"	"1983"	"Other Race"	"2131-1"	"Female"	"F"	6	3523	170.3 (Unreliable)
	"New Hampshire"	"33"	"1983"	"1983"	"Other Race"	"2131-1"	"Male"	"M"	5	3230	154.8 (Unreliable)
	"New Hampshire"	"33"	"1983"	"1983"	"White"	"2106-3"	"Female"	"F"	3795	485295	782.0
	"New Hampshire"	"33"	"1983"	"1983"	"White"	"2106-3"	"Male"	"M"	4148	461537	898.7
	"New Hampshire"	"33"	"1984"	"1984"	"Black or African American"	"2054-5"	"Female"	"F"	5	2285	218.8 (Unreliable)
