"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	242	10573766	2.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	256	10928095	2.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	246	11208307	2.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	256	11407233	2.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	281	11614955	2.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	114	5334589	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	108	5589483	1.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	128	5954879	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	143	6262434	2.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	115	6569543	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	122	6891357	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	154	7243275	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	145	7617913	1.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	142	7994210	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	176	8349353	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	189	8687397	2.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	186	8937132	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	233	9254812	2.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	250	9472957	2.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	253	9698378	2.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	280	10026451	2.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	300	10322577	2.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	302	10573766	2.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	341	10928095	3.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	373	11208307	3.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	374	11407233	3.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	418	11614955	3.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	180	5334589	3.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	209	5589483	3.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	233	5954879	3.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	234	6262434	3.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	215	6569543	3.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	243	6891357	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	278	7243275	3.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	293	7617913	3.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	277	7994210	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	296	8349353	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	308	8687397	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	326	8937132	3.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	305	9254812	3.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	385	9472957	4.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	342	9698378	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	351	10026451	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	360	10322577	3.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	381	10573766	3.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	408	10928095	3.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	408	11208307	3.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	441	11407233	3.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	430	11614955	3.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	79	5334589	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	81	5589483	1.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	72	5954879	1.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	92	6262434	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	115	6569543	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	90	6891357	1.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	116	7243275	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	111	7617913	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	111	7994210	1.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	113	8349353	1.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	115	8687397	1.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	155	8937132	1.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	147	9254812	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	165	9472957	1.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	162	9698378	1.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	163	10026451	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	189	10322577	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	165	10573766	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	165	10928095	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	179	11208307	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	177	11407233	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	186	11614955	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	28	5334589	0.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	40	5589483	0.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	50	5954879	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	51	6262434	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	42	6569543	0.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	65	6891357	0.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	45	7243275	0.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	48	7617913	0.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	48	7994210	0.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	63	8349353	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	64	8687397	0.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	70	8937132	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	55	9254812	0.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	67	9472957	0.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	79	9698378	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	75	10026451	0.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	79	10322577	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	85	10573766	0.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	97	10928095	0.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	96	11208307	0.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	115	11407233	1.0
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	85	11614955	0.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	108	5334589	2.0
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	101	5589483	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	116	5954879	1.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	114	6262434	1.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	98	6569543	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	103	6891357	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	149	7243275	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	123	7617913	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	135	7994210	1.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	132	8349353	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	141	8687397	1.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	151	8937132	1.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	143	9254812	1.5
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	183	9472957	1.9
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	205	9698378	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	204	10026451	2.0
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	208	10322577	2.0
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	220	10573766	2.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	220	10928095	2.0
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	263	11208307	2.3
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	275	11407233	2.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	254	11614955	2.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	470	5334589	8.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	450	5589483	8.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	466	5954879	7.8
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	506	6262434	8.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	509	6569543	7.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	488	6891357	7.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	534	7243275	7.4
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	503	7617913	6.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	570	7994210	7.1
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	550	8349353	6.6
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	584	8687397	6.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	646	8937132	7.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	622	9254812	6.7
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	686	9472957	7.2
	"Census Region 3: South"	"CENS-R3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	687	9698378	7.1
